Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log Sales,Log Total assets
Geometric Ltd. [Merged],2010,2.68,0.01,0.02,1.06,-0.05,68.15,1.04,8.19,8.81,2.64,9.55,9.81,0.87,7.57,9.91,1,7.764253542703935,8.003028666384733
Geometric Ltd. [Merged],2011,1.57,0.0,0.0,1.25,0.26,306.11,1.23,5.19,15.97,1.52,7.35,7.43,0.56,4.95,14.71,1,7.901451397700686,8.166017385179785
Geometric Ltd. [Merged],2012,1.37,0.0,0.0,1.55,0.05,301.2966666666667,1.55,8.06,12.17,1.3,13.13,13.13,18.74,8.36,30.52,1,8.167834277091945,8.197208288652472
Geometric Ltd. [Merged],2013,2.08,0.01,0.02,1.33,-0.04,296.48333333333335,1.32,13.15,17.25,1.98,18.98,19.18,20.31,13.42,6.59,1,8.231668789518256,8.399490152560025
Geometric Ltd. [Merged],2014,2.39,0.04,0.05,1.09,0.02,291.67,1.06,17.82,21.37,2.34,20.54,21.27,17.22,15.88,1.51,1,8.246695943718557,8.497602541651233
Geometric Ltd. [Merged],2015,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.350193650720067,8.634442751466477
Geometric Ltd. [Merged],2016,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.350193650720067,8.634442751466477
Geometric Ltd. [Merged],2017,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.350193650720067,8.634442751466477
Geometric Ltd. [Merged],2018,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.350193650720067,8.634442751466477
Geometric Ltd. [Merged],2019,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.350193650720067,8.634442751466477
Geometric Ltd. [Merged],2020,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.350193650720067,8.634442751466477
Geometric Ltd. [Merged],2021,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.350193650720067,8.634442751466477
Goldstone Technologies Ltd.,2000,1.54,0.16,0.3,1.2,-0.19,56.0,1.05,5.27,6.46,1.54,5.65,6.47,7.74,4.54,26.84,1,6.217404185724193,6.4165688704684944
Goldstone Technologies Ltd.,2001,1.36,0.25,0.7,1.21,0.09,29.41,0.86,-39.41,-37.97,1.36,-34.78,-49.03,-18.38,-25.09,-43.58,1,5.645093478307522,5.878015854600402
Goldstone Technologies Ltd.,2002,1.23,0.21,0.48,3.48,0.13,2.82,2.2,2.89,1.24,1.23,6.36,10.06,7.32,4.07,72.32,1,6.189290290437902,5.859931157146132
Goldstone Technologies Ltd.,2003,1.29,0.15,0.39,3.68,0.06,4.76,2.57,6.56,6.6,1.29,16.86,24.18,13.74,10.55,17.48,1,6.350362019399812,6.01151224241176
Goldstone Technologies Ltd.,2004,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2005,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2006,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2007,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2008,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2009,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2010,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2011,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2012,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2013,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2014,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2015,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2016,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2017,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2018,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2019,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2020,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Goldstone Technologies Ltd.,2021,3.03,0.16,0.25,2.05,0.15,2.54,1.57,3.92,2.98,3.03,6.2,8.1,10.09,4.46,-28.03,1,6.021508668456359,5.917010361183034
Hexaware Technologies Ltd.,2000,7.06,0.02,0.02,1.07,0.09,,1.02,17.28,20.13,6.91,17.98,18.88,26.06,16.55,27.23,1,8.447500074814892,8.853193888308637
Hexaware Technologies Ltd.,2001,5.84,0.13,0.16,0.26,0.34,2.39,0.25,1.88,-52.21,5.84,0.49,0.52,11.4,0.45,-76.25,1,7.009860501919291,7.907062753239637
Hexaware Technologies Ltd.,2002,7.58,0.07,0.08,0.45,-0.04,11.99,0.4,8.9,8.79,7.58,3.63,4.06,18.67,3.4,-11.3,1,6.889998557392878,7.841925220943529
Hexaware Technologies Ltd.,2003,3.24,0.01,0.01,0.68,0.12,21.59,0.65,19.55,16.9,3.24,14.93,15.61,16.81,13.61,57.53,1,7.344460622826358,7.879140073165863
Hexaware Technologies Ltd.,2004,1.9,0.01,0.01,1.04,0.06,149.62,1.03,15.77,16.79,1.9,16.86,17.03,19.97,14.11,64.15,1,7.8400768279288195,8.092637002802423
Hexaware Technologies Ltd.,2005,2.28,0.0,0.0,1.21,0.13,463.25,1.2,19.76,21.46,2.28,24.38,24.52,24.89,19.83,40.05,1,8.176925762153461,8.293599538821642
Hexaware Technologies Ltd.,2006,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2007,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2008,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2009,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2010,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2011,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2012,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2013,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2014,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2015,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2016,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2017,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2018,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2019,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2020,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hexaware Technologies Ltd.,2021,1.9,0.19,0.27,0.93,0.15,38.85,0.8,23.88,25.04,1.9,22.59,26.44,20.94,19.4,15.99,1,8.325281798782978,8.997951283559834
Hinduja Global Solutions Ltd.,2004,0.23,0.0,,0.0,,,0.0,,-3.29,0.23,,,,,,1,,
Hinduja Global Solutions Ltd.,2005,0.15,0.0,,0.0,-0.13,,0.0,-1600.0,-1800.0,0.15,,,,-58.18,,1,,0.47000362924573563
Hinduja Global Solutions Ltd.,2006,0.65,0.0,0.0,0.61,0.08,57.26,0.61,12.77,12.94,0.65,7.83,7.83,21.41,5.64,,1,7.328437352895162,8.851448687167606
Hinduja Global Solutions Ltd.,2007,0.63,0.1,0.14,0.69,0.06,50.45,0.64,13.83,19.45,0.63,9.07,9.72,22.82,7.15,135.05,1,8.1830622119124,8.879959544991287
Hinduja Global Solutions Ltd.,2008,0.79,0.11,0.15,0.81,0.11,9.52,0.7,13.51,16.66,0.79,9.54,10.94,29.05,8.01,24.24,1,8.400119903829093,8.972742863691822
Hinduja Global Solutions Ltd.,2009,0.99,0.06,0.08,0.83,0.12,13.43,0.74,18.12,20.54,0.99,13.44,15.02,29.67,10.87,9.45,1,8.4904589962136,9.036058410851934
Hinduja Global Solutions Ltd.,2010,0.95,0.07,0.1,0.87,0.1,15.49,0.8,13.28,15.99,0.91,10.69,11.65,22.9,8.41,11.97,1,8.603480973340758,9.10351211304332
Hinduja Global Solutions Ltd.,2011,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2012,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2013,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2014,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2015,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2016,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2017,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2018,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2019,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2020,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Hinduja Global Solutions Ltd.,2021,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,8.750445476878735,9.201521600667965
Info-Drive Software Ltd.,2000,0.63,0.05,0.08,0.08,-0.09,,0.08,-682.35,-782.35,0.0,-68.44,-75.82,-292.31,-60.26,-7.14,1,0.26236426446749106,2.6461747973841225
Info-Drive Software Ltd.,2001,1.13,0.07,0.1,0.0,-0.12,,0.0,-500.0,-350.0,0.07,-16.39,-17.86,-328.20666666666665,-13.33,144.645,1,-0.10536051565782616,2.451005098112319
Info-Drive Software Ltd.,2002,1.27,0.08,0.11,0.0,-0.105,,0.0,-850.0,-1000.0,0.2,-16.415,-18.16,-364.10333333333335,-13.485,296.43,1,-0.6931471805599451,2.307572634505085
Info-Drive Software Ltd.,2003,1.13,0.09,0.14,0.02,-0.09,,0.01,-1200.0,-2100.0,0.07,-16.44,-18.46,-400.0,-13.64,448.21500000000003,1,-2.3025850929940455,2.1400661634962708
Info-Drive Software Ltd.,2004,1.57,0.16,0.24,0.13,-0.03,,0.11,-128.57,-171.43,0.43,-14.17,-16.82,0.0,-11.54,600.0,1,-0.35667494393873245,2.028148247292285
Info-Drive Software Ltd.,2005,0.93,0.0,0.0,0.02,-0.8,,0.02,-333.33,-500.0,0.87,-20.62,-23.53,-500.0,-5.7,-85.71,1,-2.3025850929940455,3.3141860046725258
Info-Drive Software Ltd.,2006,1.53,0.6,3.62,0.31,1.91,,0.15,5.88,5.88,0.65,1.83,3.92,-62.5,0.57,700.0,1,-0.2231435513142097,2.272125885509337
Info-Drive Software Ltd.,2007,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2008,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2009,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2010,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2011,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2012,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2013,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2014,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2015,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2016,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2017,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2018,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2019,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2020,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Info-Drive Software Ltd.,2021,1.85,0.06,0.07,0.21,0.05,16.76,0.2,48.1,56.54,1.81,10.54,11.47,62.82,9.7,5212.5,1,3.7495040759303713,6.148681948306025
Larsen & Toubro Infotech Ltd.,2000,1.13,0.25,0.53,4.24,,8.66,2.63,,16.06,1.13,,,,,44.29,1,,
Larsen & Toubro Infotech Ltd.,2001,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2002,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2003,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2004,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2005,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2006,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2007,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2008,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2009,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2010,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2011,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2012,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2013,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2014,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2015,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2016,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2017,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2018,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2019,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2020,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
Larsen & Toubro Infotech Ltd.,2021,1.03,0.27,0.53,3.65,0.27,13.88,2.38,13.45,14.92,1.03,32.23,49.4,22.31,24.35,10.83,1,7.881710963050691,7.341678259906786
M P S Infotecnics Ltd.,2000,11.54,0.0,0.0,0.79,-0.06,112.0,0.79,10.26,11.06,11.54,8.18,8.19,20.63,7.64,28.1,1,5.28978103552575,5.631928370888217
M P S Infotecnics Ltd.,2001,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2002,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2003,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2004,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2005,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2006,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2007,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2008,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2009,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2010,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2011,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2012,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2013,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2014,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2015,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2016,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2017,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2018,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2019,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2020,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
M P S Infotecnics Ltd.,2021,10.33,0.0,0.01,0.63,0.02,26.5,0.63,5.18,5.39,10.33,3.27,3.28,15.04,3.15,-7.11,1,5.216022123821206,5.860786223465865
Mastek Ltd.,2000,2.36,0.1,0.14,1.29,0.47,,1.07,16.86,16.5,2.36,18.52,22.39,26.75,16.04,-11.62,1,6.711983674463778,6.814762412132972
Mastek Ltd.,2001,1.27,0.0,0.01,1.35,0.37,44.95,1.27,26.09,31.66,1.27,34.02,36.11,44.88,27.01,33.25,1,6.999057437388923,7.1390257175079554
